,text,label_f,label_h,label_s
1609,buuma paaya viidiya  shriinagara shuuta jisama yaa bukhaara riportara,1,0,0
4210,hai i hate all of them https  twittercom dna status ,1,1,0
760,vayapam ghotala karte waqt lazza nahi ayi  ab nirlazta dikha rahe  desh ke har meghavi chatr ke sath balatkar hai vayapam ghotala you should be booked for rape,0,1,0
1631,niyog pratha optional he  kisi pe thopi nhi jati  lekin tum mulle apni ma behno ka rape karvane khud chor k ate ho  kya purposes he,0,0,0
2576,tumhare pidi bhaiya ne kya bola tha rape k baad pata hai naaur abhi ek bhi rape india k kisi kone me ho jata hai toh kitta bolte ho modi ye hai wo hai jab acche se delhi ko secure ni kr paye tumhare aka in  saalon me toh kuchh toh compensate krne k liye krna parega na,0,0,0
1228,aur  officeofrg kehte hain hamaari sarkaar banwaao to ham aalu ki factory lagaenge,1,0,0
221,mahila kisaana kaha yuuniyana ke unaka naa apa samudaaya dharma juda apa jamiina numaaimdaga raha,0,0,0
1367,are bihar par dhyan dijiyedaily murder ho raha haijungleraj wapas aa raha hai  pmoindia  sudhirchaudhary  sushilmodi,0,0,1
3339,abhi se salman bhai tension mai hahahahahahaha,0,0,0
151,ek chehra dil ke kareeb  melodious song  lata   garam khoon  vinod khanna  sulakshana pandit http  fbme tqcahx,0,0,0
3069,mdintjarmalik bajrangibhijane i loveyou    bhijaneapkifilm no  hogi,1,0,0
3331,kya hua hai desh ko langda tha langda hai koi imandari se desh chla lo modi ji bhuut kar li metngs ab to kuch kro roj rape ho rhe h kuch kro,1,1,0
2965,i dont hate shilpa tum zara socho bina kisi galti ki tumhare upar koi itna bada ilzaam lagaye,1,0,0
1061,main ye pic dekhne ke liye taiyar hu salman bhai,1,0,1
1362,buuma kanna pulisa baata bata ghata saampradaayika kona naha,1,0,0
593,i dnt hate anyone jo sach hay wohi bolrahihoon  aarpee,1,1,0
873,salman ab hindu bangya he bhayoo koi movie dhkhne nhi jaaye,1,0,0
342,rakesh ji apne aakaon ko samjhao wo apne knowledge ko desh ki unity  progress ke liye use karen kab take minority se nafrat karoge,0,0,0
803,nepaala ke haaliya samkata chiina ke jhataka bhaarata jiita ke taura kya dekha raha bhaaratiiya miidiya ola chiina samarthaka kaha kya vo bhaarata ke paksha aa,0,0,1
695,nice pic salman bhai aapne to sab ko diwana bana rakha hai,1,0,0
70,buuma amritasara graamiina pulisa vaayarala daava aarija bata mahila sipaaha mauta saka durghata thii,1,0,0
436,jai ho bharat ki,1,0,0
2134,aniqa you are so sweet  tujhse nafrat karna bhi chahu to nahi hogi   dil to tujhe apna manta hai tujhe india wife banane ka dil karta hai,1,0,0
244,modi ji ek aise shashank hai jo wacky ki hindustan ko hindustan he bana rahi hai ab jaake hindustan taraqqi kar raha hai i love modi sarkar,0,0,0
4506,sachche deen kon vo lootere  kasai  ghodsawar mangoliye arab jo lootne aaye aur hindu auratonko rape kr ke tumhe paida kiya https  twittercom nururbarkati status ,0,1,0
2467,hindustan ke tamam log chahte h ke jis trah se auraton ke upar crime bhadr rha h gang rape ke waqia ho rha iske liye central govt wali modi sarkar  strong law bnaye,0,0,0
2532,great aap jaise  hi himmat  wali lady ki jarurat  hai jo film ke liye nahi apne hakk ke liye haryana  mein ho gang rape ho raha  hai in sab ke liye jauhar  kare gov jarur aur hamre society sunega,0,0,0
2608,modi se phoocho kisaan bhooka mar raha haimodi ji bhag hate hai,1,0,1
687,salman bhai look to bahut achcha hi bhi,0,0,0
1100,aaj phir video song   hate story    arijit singh   jay bhanushali   surveen chawla http  fbme jkhqfnnt,0,0,1
4320,i love you for this tweet i hate that ridiculous bani ek task to kar nahi pai aaj tak bas ande or tatto k siwa kuch nahi hai,1,1,0
1330,vaajapeya artha ke piicha chala raha moda amita shaaha ke viidiya daava ke vaayarala kiya raha kaha phaarma,1,0,0
1749,kisi besharam ky bachy agar cruppt log vote lain gy to kia wo teri behn ka rape kr sakty hain gandhi nali ki paidawar,0,0,1
1517,youth tak pahonchne me liye zinda rahana chahiye aur  zinda rahne ke  liye rape nahi hona chahiye,1,0,1
588,kamala hairisa maam gaamva bhaarata ke dakshina raajya tamilanaada ke loga kamala jiita kaapha khusha,0,1,1
3509,kya haal hainpawan kumar chaturvedi gurf bajrangi bhai bhajaan,1,0,1
1834,wat is this nonsense jo witnesses mare gaye unka zimmevar kon h koi bhi lady khamakha thori khaegi ki mera rape hua #cleanchittoasarambapuji,0,1,0
3609,tum log karte ho baigairat kaum    maszido me bomb blast karte ho  afghanistan me terrorism phaila rakha hai saalo tum logo ne,1,0,0
3556,mai ho fane aap ki bahut jiada her movi jis mei aap ho kush ajiv khushi apnapan aap say lagta ha bha bat guan ba say dua karty ha mai request behg do pls bat karni ha,1,0,1
2269,milne kaha aana hoga paise nhi hai aur emotionly pareshan hun ya to aap aajao yaha mumbai me shelter ka aur rape victims ke liye do project karo nirali korodia animal welfare sambhalegi aur mujhe rape victims ke liye project chahiye,0,0,0
866,haalaamka ota bura tariika edita gaya nakala naha jaisa tvitara yuursa aaropa laga,1,0,0
3614,salman sir main aap kaa bahout bada fan hu please call me ,1,0,0
532,siriija rishabha pamta cheteshvara pujaara shubhamana gila shaardula thaakura mohammada siraaja jaisa khilaada behada nirnaayaka bhuumika nibha vo dikha dina pahala lagabhaga asambhava saa laga raha,0,0,0
618,sheru meri jaan apne shakal dikha mujhe dekna hain tere ma ka rape ka outcome kya tha,0,0,0
1223,muula tasviira moda guradiipa simha chaavala ke bagala baitha dekha saka kanaada yaatra ke unaka aadhikaarika dubhaashiya,1,0,0
3197,aur raha sawal terrorism ka to tum logon se ziyada to koi hai he nahi atankwad   jo apne he kisano ka khoon baha rahe hain  ,1,1,0
3489,kohli dhawan dhoni yuvrajuu rohit lite kani jadeja dorikithe brutal rape chyali,1,0,0
3701, myogiadityanath ji up se jo crime h ab aap puri tarah se saaf kar de ji rape jaise crime t bilkul saaf kareye taki ladkiya aaram se rahe,1,0,0
1532,tvitara upayogakar dvaara saama laa ke paakistaana kaamgresa phesabuka peja spnsarda vijnaapana kiya akshama,1,0,0
3085,bhai bhai bhai kaha ho,0,0,1
77,#hina ko main dekhna or soonna pasand nahi karta i hate #hinakhan,0,1,1
1249,tera film se br nhi chalne wala h bajrangi,1,0,0
2363,elish mach bhi hate karti hu  chingri bhi toh kya hua,0,1,0
3027,gov employee ko nikal do sab kam to ab indian army ko karne pad rahe hai salute to indian army hate to gov authority,1,0,0
3029,intzaar mat karao aa b jao ya fir bol do ki kal baat karenge,0,0,0
3373,jadeja hate youkud ko senior player manta hai fir batting mai jalwa dikhana chahiya thaachhe player  out karvdo fir tum bhi out ho jao,0,1,0
1673,ye video rajasthan ke batai ja rahi h  yahan par na baligh bachyon ko utha kar rape kar k wapis ghar par chod jatay in zalimon k saza dilao pictwittercom vwtdndts,0,1,0
2926,asslawalecom salman bhai,0,0,0
1090,  naliya gang rape might have got blessings from mulayam choti choti galtiya ladko se ho jati hai,0,0,0
876,chiina bhaarata jamiina khe isasa adhika phasala upaja bhaarata duniya ke desha ausata paidaavaara upaja tasviira kaisa badala,0,0,1
3717,jabrdsth bhai jaan,0,0,0
860,bohot ganda tha yeai just hate the showkyu jalti hai sabki shilpa seabb kya biggboss wale khud nehi bol paye to ish show ko use kiya haiiiiiiii,1,1,0
2411,ajao bhai jaan kha par ho,0,0,1
1741,vaayarala raha tasviira daava kiya gaya raahula gaadha isi ke puurva daayarektara janarala ke dubaii naash raha,1,0,0
200,aap great ho modi ji aapki wajah se hamara sir fakar se ucha ho gaya dunia me jay ho,1,0,0
328,log apna sapna pura karne ke liye puri duniya ko bhi dokha de sakta h,1,0,1
2440,hina ki awaz se problem hai tume kabhi khudh ki awaz suni hai kaano mai blood aajathai hai tumare awaaz tum show mai mazak ke naam pe insult karthe ho sabki woh sahi agar wahi kohi karde tho galath troll karna shuru hojatha tumara gatiya show ki gatiya employee hate u,0,1,0
4233,wohh gharse dawa nhi maa ki dua leke nikalte hai  i hate ajaz bhai s haters  ajazkhanactorhttps  twittercom abhi status ,0,1,0
2087,kaha hooo vai ajao or intezar nehi hota,1,1,1
870,yrr ap bhi kiss ke movie dekhne jaoge jab is ne he bol diya ki mere movies musalmano ke bina bhi chalte hn,1,0,1
2280,sahi hi toh boli hain  rape ke bina koi aaj netriabhinetri thodahin banati hain koieis mamale me pahale ki sarkare toh nikkami thi hi  aaj ki sarkaren bhi nitthli hi hainkya hoga eis desh kakaun rokega eis jaghnya aparadh ko ,0,0,0
1170,streliya kaptaana tima pena ravichamdrana ashvina apamaana kiya tiina kaicha gira isaka bhaarata asambhava laga raha testa maicha dr jisasa maicha pena ke kariyara sabasa bura yaada bana gaya,0,0,1
3078,abi tk chhar n bje k konsi ghadi lga rki h  ,0,0,0
516,shriipada naaika karnaataka yelaapura gokarana raha unaka kaara sadaka ke kinaara gaddha gira,0,0,0
1428,janta to lalla babu kuch nahi hai par rape charges to lage hain na ,1,0,1
1845,kaun sa hindu baccho ka rape karta hai chutiye,1,0,0
4148,yes hope surbhi char itni jaldi neg na ho i hate neg char,1,1,0
2809,kya bakvas hai yar,1,0,0
590,bhai kya app ka mobile number muje milega a mera mobile number ,1,0,1
787,jaan meko bol tuje koi pareshani mai apne bhagwan ko chahta hai jawab de,1,0,1
38,viidiya ke daava kiya gaya mahila salaama #lovejihad asala matalaba samajha,1,0,0
1566,nichta ki had h rape kisi ka karna aur sharm ki baat h jinka rape hua h use hi apradhi ki tahar bartav katna,0,1,0
3498,superb mand bloing,1,0,0
4363,mai ye vahiyat foto share bas isliye kar rahi huki ladko ko samaj me aye ki videsho mai ladkiyo ko kitni azadi hwaha rape bi nai hote pictwittercom kuevdvtk,0,0,1
3169,aap log indians  terrorists ko paida karna chorh do   terrorism khud khatham hojayega#stopfundingterrorism,0,0,0
1447,pak foje zinda bad ,1,0,0
762,vote for luv priyank ka hogaya safar bahut kheliya he hates hina na so we hate him #bb,0,0,0
1262, pankhuripathak mam humare yahaan gujarat ke naliya me in bjp valo ne rape kiya aur abhi tak pakde bhi nahi gaye,0,1,0
1767,aap ki baat hum sab ke sath     d,0,0,1
739,i hate kejriwal desh ki rajniti k liye thik nahi h,1,1,0
3120,unka to confidence hi rape ho gayi,0,0,1
2546,i luv u bhai  jo hate krte h plz msg na kre  becoz bhai ki olwys rite  wish u a bst lck #salman_bhai,1,0,1
2004, pm bje krenge direct bt mere saat,1,0,1
2448,lub ju bbye,0,0,0
1792,bas aapko milne ki khwaish hai inshallah agar zindagi rahi to allah wo bhi puri krdega inshallah,1,0,1
1661,vaayarala posta daava kiya gaya pulavaama hamala amjaama de vaala kaamgresa kariiba,1,0,0
1428,wah kya kehne,0,0,0
26,vaayarala posta daava kiya gaya subhaasha chamdra bosa pahala baara imdiyana neshnala aarma ke sainika ke muula,1,0,0
1560,desha ke puurva uparaashtrapata haamida amsaara ke bayaana dakshinapamtha rujhaana rakha vaala thoda naaraajaga,0,0,0
651,agar third eye insan dare to rape case zero ho jaye n sare imandar hojaye,1,0,1
2415,abhi  hi gye haiaane waale election mai dekhnanaamo nishan nhi rahegaaapne sabka viswas toda haihate you,1,1,1
1051,  islaye tou chata hu aap jaise humble and mannered log samjay aur samjaye ke  tarekfatah nafrat phaylata hain  aur kuch nahi,0,0,0
2314,kashyap madam ji kisi ko goli marane se pahle pucha jata hai ki goli lagi kya  rape hone se pahle kya pucha jata hai ki rape hua kya,0,0,1
3970,to terrorism khtm kro,0,0,1
694,bahot accha hai,1,0,0
1567,bhai  to kab ke ho gyeaap kha ho pls syd aapka ye mgs aana bhagwan b chahte hai ki aap ek bar meri help karopls bhai pls i need ur help pls talk to u pls,0,0,1
2728,plz bhai aa jao,0,0,1
3573,bilkul sir terrorism hi khatm karne ki koshish kar rahe hain kulbhoshan ki phaansi se kuch to kami ayegi hi,0,0,1
4531, tarekfatah magar porkistani insaan nahi hai ghade hai sarey rape ki padaish,0,1,0
1946,tera murder kar ksaridon ko jail bhej dena h maine pictwittercom zgcuyilpp,0,1,1
164, gauahar_khan  iamkamyapunjabi  why you guy have so me hate rate for someone kuch din ka biggboss hai khatam ho jaiga pr ap  logo k dil me apni jaga mat khoiye or  iamkamyapunjabi hina jo bhi or jaha se bhi aye hai pr ap kon ho https  twittercom geeta_phogat status ,0,0,0
19,code phatta hai toh phatne do  mujhe project se nafrat ho gayi hai  mujhe development team se hatne do,1,1,0
648,tu muslman nahi h kiyo ki tu mandir jata h tu kadiyani h salman,1,0,0
241,telamga aamdhra pradesha kerala karnaataka odisha mahaaraashtra budhavaara muusalaadhaara baarisha janajiivana asta vyasta gaya kamasekama  loga mauta chuka,0,0,1
248,baaidana budhavaara kaipitala bildimga ghata amerika ke itihaasa ke sabasa kaala dina karaara diya,0,0,0
233,haleem beef hota hai sharma ji modi ke sau khoon maaf hai bhaiyya chamche paalna modi ji se sekhe koi,1,0,0
1507,acha h bhai,0,0,0
2034,aur kyun media kisi bhi aadmi par sirf rape ka ya dahej ka aarop lagte hi usey doshi maanta hai,1,0,0
557,kya socha hai shaadi k bare mai,1,0,1
2594,bhai mera rply jarur krna pehle hi bta du   ,0,0,1
891,tu hamari fd ki jotish hai bahena and sacchi mein i hate neha,1,0,0
646,ghaaaad  pashagitun jud daw ug rape,1,0,0
1666,but doklam me china ni aaya to rape hone do koi baat ni,0,0,0
3478,piz contect me,0,0,1
3650,kasur tumhara nahi tumhere allah ka hai jo  saal ke bachi ke saath rape kiya,1,1,0
591,kitny logon say chudai karwai hay kuty ki auladsari raat apna rape kara ka dosrun par bhonkti hu,1,0,0
327,ghar me padhare gajanand ji ab ghar me padhare,1,0,1
327,agar terrorism ka end chty hain to apny ass pas k garebon ka khyal rakha krain kyon k go b khud ko bomb se urata hai woh gareb hi hota hai,1,0,0
3189,chal pata nhe kitni khae he ek mari to bacho tarh khush rape krdala poora match me  over me dher,1,0,0
2873,tabhi toh tum jaiso ka rape ho jaata hai aur phir candle march nikal kar naatak karti ho,1,0,0
214,ghata pamjaaba ke ajanaala varsha pahala ghata kathita taura shiromana akaala dala ke loga kaamgresa ke motarasaaikila,1,0,1
3237,hahaa  bhai ap jakey apney maaata gaein ka peshab peeyo bathroom nhe  apni maaa behn ka rape krne band kroarmy ko roti nhe detay,1,0,0
339,choti si pradesh gujurat me satadhari party ke sevak lok jab aurato ko rape karte he  black mail kar rahe he to kanun bebadta thika he https  twittercom ajaykushwaha_ status ,0,0,0
1157,sure i ll  ko kya me toh  ko hi facebook me rahungi,0,0,1
1742,padha dilla prakaashita vaala pramukha akhabaara surkha,0,0,1
458,bhaarata iiraana ujabekistaana ke pahala tripakshiiya varkimga grupa baithaka chaabahaara porta ke samyukta ruupa istemaala le baatachiita,0,0,0
833,kaipshana laga biijepa ummiidavaara jana ke gussa saama padaaa phaiktacheka pata chala raajasthaana ke,1,0,0
1553,hai salman baijaan main aap ka bhot bda fan maine abki saari pictures dekhi hai lagbhag,0,0,0
1483,dilla vetana le nigama ke sapha karmachaara hadataala chala dilla kuuda ke dhera tabdiila jaaega,0,0,1
1881,bhaarata dava niyaamaka samstha ke pramukha kaha desha koro vaiksiina mamjauura dii vo surakshita,0,0,1
319,sir hukmaranon ko to kya kehna  army ko bhee ab recharge k liey khoon chahiye ziada  aur ziada,0,0,0
812,hi salman im sameer baloch in balochistan im biggggg fan of you,1,0,0
1542,kese ho bhaijan,0,0,1
2189,yahi jo azaadi gang n jo terrorist atack ho rhe hai ye bahut hatred spread kar rhe hai india ke log littely dare huye ye ksmir ke liye hi ha,0,0,0
1341,i love u salman khan iam u r big big fan love u u u u u sooooo much sallu  i miss u very day,1,0,0
946,bohat acha song h bhai jaan aap bohat jyda smart ho,0,0,0
1425,sahi bola  maliniawasthi ji agar ladkiyon ko iss barabari chahiye toh laathi bhi khana padega ab bas rape ko aise justify mat kar dena pictwittercom eohzbhpc,0,0,0
2701,chutiya bna rahey ho kya bhaip boley to lucky draw nikal k baat karogey kya,1,0,0
681,buuma ghatanaasthala ke tasviira tula paaya bachcha haatha maujuuda chattaana ke rema aana vajaha,1,0,0
1088,buuma paaya vaastavika tasviira uddhava thaakara apa pi baalaasaaheba thaakara tasviira namana,1,0,1
969, sumitbhattacha is shahid ke mu mat lago in sab rapist ke aulad hai unki masiha ke tara jo ke  sall umar me  saal ki ayesha ko rape kya,1,1,0
1692,up mein rape aur murder kab tak  taal thok ke,1,0,1
241,modijihumane apko wot diya lekin muze ab lag raha he ki me rong tha,0,0,0
1747,bas karo aab bude hai zyada rape bardashat nahin hoga,1,0,0
393,bhul jawo ki satna ka kuchh hoga,0,0,0
1023,ashu singh tu kya janta hai,1,0,1
2461,aslaam o elekum bhai iam from pakistan kia ap bajrangi bhai jan k liye pakistan ana pasand krengy,1,0,1
1241,salman bhai mafi maglo abi time himuslim bina hit karuga bajrangi bhaijan kokesi karo gi bhaiapka frns group he hi muslim,0,0,0
2851,kon zimmedar in rape or murder cases ka,0,0,0
1206,ha re ek din media ko batana hi padega tabhi vo haramj pakda jayega varna paiso ke dam pe aur do tin murder kar dega,0,0,0
874,ek dum tayyar,0,0,0
1531,samgiita soma koro vaiksiina virodha vaala paakistaa maanasika bata salaaha de daala presa rivya,0,0,0
245,modi sir ko namo namohumko garb hotahe kiuki humare matrubhumi ne yesa birpurus ko janam diyahe,1,0,0
1779,hum to  vje se w main hai,1,0,1
1239,aur jo kisi ko mar kar apna dharm chalaye unse jayda nafrat krne wala koi ni,1,1,0
1502,koro mahaamaara ke chala  sabasa kharaaba saala maana raha aapaka padha chaaha,0,0,1
385,jin ka eman bik chuka ho un ko blasts se kya faraq parta hai in ko sb pata hota hai lekin phr b khamosh,1,0,0
121,haalaamka atiita aishvarya raaya bachchana tippana dii vishesha skriinashta unaka akaaumta naha,1,0,0
831,bhai jaan apse ek request tha ek baar apki koi dance functions me dance karne ka moka dete toh ye jindegi ki sabse bada dream pura ho jata,0,1,0
1357,buuma paaya shahiidaeaama bhagata simha chaara tasviira mila vaayarala tasviira unama naha hai,1,0,0
818,etni lambi speech sa kuch mi hotta sirf  word khna or unka suna sa frk atta h  sekho i love you sallu,1,0,0
2275,logon ne tujh jaise gawaron ko minister film pe review ke liye nhi banaya ram rahim ke talve chat liye ab pratidin ho rhe rape pe soch le,0,0,0
